Country,iso,Fab_tf_mean,Fab_tf_std,Fab_tf_skew,Fab_tf_median,Fab_tf_q17,Fab_tf_q83,Fab_tf_min,Fab_tf_max
Estonia,EST,-0.0013849033449408292,0.00017909768128333812,0.060431233636255056,-0.0013865273776535393,-0.0015550863684541368,-0.001214377130794555,-0.0019078743188031316,-0.0007540413276458085
Ethiopia,ETH,0.002106676430228357,0.00506276808376624,-0.06392909355604301,0.0021047978889882565,-0.0028203930413551286,0.006947492634852915,-0.015092427815320969,0.016403723607053285
Fiji,FJI,-0.0003068045292396526,0.00010044177142029346,0.18559308107713823,-0.0003120971707579568,-0.00040028338744718965,-0.000215522277774911,-0.0006285849310430289,0.00010156630531853437
Finland,FIN,-0.002891695031262974,0.0010080093863662207,0.1129216162439837,-0.002907017309016704,-0.0038426685618052243,-0.001955603581771584,-0.00564924194070673,0.00023156838295150008
France,FRA,-0.019635567950891223,0.002070527221733588,-0.08579691034609298,-0.019627600749406816,-0.02164731919843648,-0.01774723981074662,-0.026537552481853487,-0.01332818803243661
Gabon,GAB,-0.015704260870671435,0.0008375076188918601,0.008370807139022336,-0.015704199324721814,-0.016512366161095523,-0.014924125821953764,-0.018652686722221375,-0.012759643733003617
Gambia,GMB,0.00027626212,4.03602211897257e-05,0.07775603365225102,0.00027623199999999995,0.0002360076825,0.0003155109525,0.00015247925,0.00042043150000000004
Georgia,GEO,-0.00257403198896034,0.00016946333753307938,0.023879498363557475,-0.002573513169919133,-0.002738671105814283,-0.0024119862031567103,-0.003093457897386491,-0.002045119146027684
Germany,DEU,-0.007002552456249313,0.002012317846006065,-0.17585061724560316,-0.006889196908844977,-0.008971768493441109,-0.005118754568735272,-0.013887783032116652,-0.001811138353770972
Ghana,GHA,-0.001377810037278556,0.0007544339648686949,0.11788686185908906,-0.0013839744148887994,-0.002111477452193291,-0.0006523890073941139,-0.0035939063334422114,0.0013327295037781003
Greece,GRC,-0.0033356317986558636,0.00037936524686621936,-0.031098210154076853,-0.0033343592504372598,-0.003706013621377114,-0.002971712940709835,-0.004567924283928394,-0.002226576659762919
Guatemala,GTM,-0.0010338946088867121,0.0007731266884688609,0.045910136725584624,-0.0010535987538092132,-0.0017786332513213298,-0.00029296984816885976,-0.0032953562804613106,0.001159649207690478
Guinea,GIN,-0.001373627049649202,0.0005525156997254144,-0.04358667819590695,-0.0013716999329022165,-0.0019022891631608459,-0.000841232592526631,-0.003080461243103504,0.0004162705591406824
Guinea-Bissau,GNB,-0.00010490875930756072,0.00012159804669568405,-0.017317459141400267,-0.0001052803333647996,-0.0002207789483315023,1.4168461354736846e-05,-0.0005324491241654157,0.00034958675071918217
Guyana,GUY,-0.012920548384276942,0.0011441668294745002,-0.016889435211223287,-0.012903922444444656,-0.0140543243978264,-0.011825637078501611,-0.016806988150829316,-0.009271873411518097
Haiti,HTI,-3.264355015795972e-05,0.00015589028815937077,0.04262378559879797,-3.837685516420007e-05,-0.0001801752952911104,0.00011737831315623108,-0.0004973347858996689,0.0004348937215351503
Honduras,HND,-0.0032869400101196017,0.0005969874519957297,0.1366051606028337,-0.0032801690289170743,-0.0038610931944987057,-0.002762112277534633,-0.005161585429831028,-0.001349941984645605
Hungary,HUN,-0.0021967342936806116,0.0002715251004272086,0.09702222482711084,-0.002189094647939138,-0.0024474283056054964,-0.0019448828468688261,-0.002946951334832996,-0.0010968231992886028
Iceland,ISL,7.952641400000001e-05,7.451011518713819e-06,-0.04058769382938298,7.945175000000001e-05,7.229557500000002e-05,8.65770525e-05,5.254225e-05,0.00010152074999999999
India,IND,-0.0402328807749518,0.0067191385623308255,-0.0990366530774233,-0.04005792934280157,-0.04641810375297987,-0.0340077830974733,-0.060855362851537705,-0.018677837697161675
Indonesia,IDN,0.1088474028971721,0.014036988803733521,0.09754232791017792,0.10881038516467285,0.09515833568584367,0.12232094358929421,0.06269161892354586,0.15471596793686293
Iran,IRN,-0.00022139217846087428,0.0007074900274481208,0.03957367967977965,-0.00023788134846127395,-0.0009256454382355297,0.00047011397277138,-0.00264344554894387,0.0018562994729785921
Iraq,IRQ,0.001057710453,0.00020519895090423434,0.40569455580238084,0.001035897,0.00085762436,0.0012539907725,0.000525987,0.0017438045000000002
Ireland,IRL,-0.0007190686651127332,0.00031293230777048144,-0.1732988473676855,-0.0007055836170750214,-0.0010197959235432141,-0.0004250130847681961,-0.001623519397001099,0.00024267679700164496
Israel,ISR,0.00026814008025000005,5.0856070826963024e-05,0.08244745488858285,0.000267818375,0.0002183759475,0.0003152169575,0.00012951074999999998,0.00042942325
Italy,ITA,-0.0068504817923257695,0.0009102961383539791,-0.10136296983888048,-0.0068375022558809515,-0.007737650942517331,-0.005973533902492823,-0.01021053456107092,-0.004540897483995289
Ivory Coast,CIV,0.013492686974707329,0.002432565085067306,0.13163660160632334,0.013400662411168458,0.011138896310843024,0.01589632767769819,0.006288536329589367,0.02201393223395085
Jamaica,JAM,-0.0003936621402425435,9.822589750489095e-05,0.03642093928912142,-0.0003951071311734468,-0.00048687951917414054,-0.00030298781208182985,-0.0006824577824352682,-0.00010553762601279095
Japan,JPN,-0.016555746322628663,0.0007398301429376026,0.17330216557142072,-0.016598769851512908,-0.017279793915460313,-0.01582902142417844,-0.018709208233746527,-0.01407597567160368
Jordan,JOR,5.622246825e-05,2.081453644491864e-05,0.1273463208790658,5.515637499999999e-05,3.6566335e-05,7.56021375e-05,-2.1110499999999997e-05,0.00012686400000000002
Kazakhstan,KAZ,0.004784328653404124,0.0014989337943629724,0.164597971051864,0.004814529032521158,0.003312893661147717,0.006238737118595619,0.0004337247740477325,0.010410912430133073
Kenya,KEN,-0.003982639500168889,0.0006309959651142219,0.1017708659028403,-0.003987778576308489,-0.004593434740007785,-0.003391160692592735,-0.00594103613462162,-0.00205664021964693
Kiribati,KIR,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
Kuwait,KWT,1.5633700000000002e-06,3.563763313753658e-07,0.24411464460839688,1.5465e-06,1.2243724999999999e-06,1.9040425000000001e-06,5.790000000000001e-07,2.992e-06
Kyrgyzstan,KGZ,0.00031283162225,9.894103986249369e-05,0.14619243724169273,0.00031115825,0.000216179325,0.0004063799675,5.382350000000002e-05,0.00061370575
Laos,LAO,-0.008746522003641406,0.0015931961275638489,-0.023091753403271076,-0.008753543911778211,-0.010287093520762881,-0.007152444211671781,-0.013894241165678977,-0.003996320226562022
Latvia,LVA,-0.0017640894920244853,0.0002647370823500359,0.04610900810168712,-0.0017641091482334136,-0.002001048627771101,-0.0015059914757933105,-0.0026059608999243976,-0.0008787817862504124
Lebanon,LBN,5.421821125000001e-05,3.950555338397832e-05,0.28482797586878994,5.179550000000001e-05,1.60721275e-05,9.11824425e-05,-5.270975e-05,0.00017905750000000003
Lesotho,LSO,0.00016641105399999996,0.00010390835666086448,-0.14821211038064866,0.00016658137499999998,7.394813750000001e-05,0.0002683556925,-0.000169658,0.00046021075
Liberia,LBR,-0.0009292241001993201,0.00038712749996122733,0.03025117544266651,-0.0009364775581752064,-0.0012793386618591876,-0.0005619009519203991,-0.0021847095066998,0.0002986417182266714
Libya,LBY,-0.00017498090725,1.6145810595635172e-05,-0.07119492232689907,-0.000174653375,-0.00019030727000000002,-0.0001590333425,-0.000236249,-0.00012922375000000002
Lithuania,LTU,-0.0012803352002046106,0.00029484341389204264,-0.02382316045065888,-0.0012698224854840933,-0.001549022526595515,-0.0010099924103202438,-0.002267631877658367,-0.0002301718917264939
Luxembourg,LUX,5.791450575925323e-06,1.3131746216773012e-05,0.28225378985723715,5.348881825105987e-06,-6.579523191801269e-06,1.7804286999017007e-05,-3.342488432958163e-05,5.814029767828062e-05
Madagascar,MDG,-0.0032902524898139242,0.000843529454840196,0.027472483666879106,-0.003313286360682249,-0.004113463142976932,-0.002482975719602875,-0.005787427140628814,-0.0008212508114619254
Malawi,MWI,0.002172736996333891,0.0002886218700081805,0.08166983555914364,0.0021693446712261442,0.00189640650584813,0.0024392729393913288,0.0011784826541621687,0.003038632834612727
Malaysia,MYS,0.00912134698755196,0.002874227944075647,0.1914434310156647,0.008972568740515233,0.006369075777849961,0.011839855146917357,0.00011825787090492465,0.018640959602539066
Mali,MLI,0.003983064232915487,0.0007668808107198076,-0.023104722382595165,0.003991563535909385,0.003247594566085323,0.004727333242081463,0.0017562950141396256,0.006909554645829442
Mauritania,MRT,0.0002271967355,4.129422366807056e-05,0.40663715448370663,0.000225028625,0.000185764925,0.00026470197249999996,0.0001184325,0.000409264
Mauritius,MUS,1.7704229022633027e-05,1.1841818429849495e-05,0.4656168658523251,1.6546814987528832e-05,6.66892256536976e-06,2.9455923729422616e-05,-1.0050235979492774e-05,6.16098675673157e-05
Mexico,MEX,-0.03180624355756974,0.002578879625914631,-0.12765938002691732,-0.03178685717698288,-0.03423948749446666,-0.0294099936288332,-0.04168306814228058,-0.02416105332589817
Moldova,MDA,-0.0005174102300000001,5.6348080691250593e-05,-0.07475279149636208,-0.0005168620000000001,-0.0005722827525,-0.00046375425000000006,-0.00069557075,-0.00035657300000000006
Mongolia,MNG,-0.0009732496756846658,0.0002786075763763261,0.029594640823904502,-0.0009700368847828805,-0.001244791903673973,-0.0007071713477339847,-0.0018479590912879704,-4.7697412623435285e-05
Montenegro,MNE,-0.0009035593929506151,0.00010533034652619093,0.18580874563536703,-0.0009035420748923048,-0.0010063637615118715,-0.0008082630998699527,-0.0012457347957164646,-0.00047068879168989884
Morocco,MAR,0.000640398845,0.00040599359632388193,0.05651959568037718,0.0006452771249999999,0.0002384842474999999,0.0010425917549999998,-0.0006430445,0.0017657767500000002
Mozambique,MOZ,-0.010836372901207583,0.002679191674943858,0.10782682450575591,-0.010975094454986572,-0.013327274915776044,-0.008370325818312268,-0.018986054475170135,-2.906967597770746e-05
Myanmar,MMR,-0.0032226944079908632,0.0023083757660687836,0.012181172519619147,-0.0032698243505525585,-0.005411921888193816,-0.0010594314347828456,-0.011358775259212493,0.005288285655625346
Namibia,NAM,0.00132881398,0.00014721829060999257,0.0268398058344554,0.00132958475,0.0011788896225,0.0014780872724999997,0.0008521350000000001,0.0017251660000000002
Nepal,NPL,-0.003253569490356728,0.0005591718202062336,0.22294407928859986,-0.0032716009155433178,-0.0038010684529197407,-0.0027271415579436945,-0.004731154236176014,-0.0013208992378457782
Netherlands,NLD,0.001438556348268425,0.00011271676041416155,-0.27443165153274857,0.0014402632511552917,0.0013301773042659229,0.0015452264144129213,0.0009494939922361375,0.0017332279398531297
New Zealand,NZL,-0.005855305046326137,0.0008247631452840578,0.030326404438380174,-0.005834255154722214,-0.006699298272403207,-0.005102563845687251,-0.00823917422664523,-0.0030722190251431464
Nicaragua,NIC,-0.002841513562310575,0.0006154422529570218,0.062410092770334956,-0.0028348464444589616,-0.003446010872971864,-0.002257490886521931,-0.004633029606609821,-0.001069760517449855
Niger,NER,0.005478307757,0.0010884120771083878,0.09905425077466964,0.0054782401250000005,0.0044842637475,0.0065315091050000005,0.00226408725,0.0089645595
