Country,iso,Fabc_mean,Fabc_std,Fabc_skew,Fabc_median,Fabc_q17,Fabc_q83,Fabc_min,Fabc_max
Ireland,IRL,-0.008100075083245208,0.0045657447494389675,0.958626938755775,-0.008812028484823129,-0.011154346479095844,-0.005078645635003619,-0.03252635717070315,0.014973911598551787
Iran,IRN,-0.17841674813086875,0.02853358408734172,-0.7160039631886784,-0.17720218193954257,-0.20127196805238556,-0.15572096257672824,-0.3331564251441566,-0.07450720090826876
Iraq,IRQ,-0.03536468295158102,0.0068833298590484605,-0.17385908765956812,-0.03513802906408522,-0.04142104184600085,-0.029574448047423204,-0.06757879691175796,-0.008940571238379661
Iceland,ISL,9.849093924032424e-05,0.0037325785955901083,0.7789137076072673,-0.0003744083149017257,-0.00200323692401696,0.0018808962349805057,-0.01830886200734865,0.0152972110369224
Israel,ISR,-0.01626556798275577,0.001122806522635278,0.10218153914148197,-0.01627913163322684,-0.01730641495400035,-0.015221711418364686,-0.02026831717572216,-0.011902769720031198
Italy,ITA,-0.08616140999120656,0.020123711166634646,-0.2453835694807553,-0.08562478722444518,-0.101465580314322,-0.0701032595975066,-0.1737370828636396,-0.0013608921835154136
Jamaica,JAM,-0.0016558167840585241,0.0017187438295308865,2.0789303544926936,-0.0017386118461387005,-0.0022678365071015995,-0.0009224186519159423,-0.011831442402913065,0.012442825348753307
Jordan,JOR,-0.006446534990334317,0.0011633050708048677,0.9358161165960206,-0.006542093417593659,-0.007159481891727014,-0.005622299570360564,-0.01146881682447341,0.0012007206838683029
Japan,JPN,-0.29246801519502685,0.02877424488304769,-0.03657718733933375,-0.2927975859746652,-0.32220179618654504,-0.2629303703552593,-0.38073176909332546,-0.21113392092727862
Kazakhstan,KAZ,-0.05787080039717671,0.06569718176854421,0.668502765223973,-0.06362417737925874,-0.10235297138724843,-0.015987229398421645,-0.3069980382702928,0.2502895485507164
Kenya,KEN,0.029248891598407822,0.0313080247666869,0.42134586635034676,0.02529531992694921,0.0017071181772233329,0.058288360072750144,-0.055815233895458366,0.13292033866295236
Kyrgyzstan,KGZ,0.000362048330378592,0.008284967747270713,0.6190397177417564,-0.00026896959443109417,-0.004972163864341556,0.005429903273505973,-0.031672115839724936,0.03418667976201721
Cambodia,KHM,-0.0021078280767962932,0.017317341557259065,0.5824257047745908,-0.002971328994749338,-0.01761033779327427,0.01250854267991594,-0.056088708798224834,0.067214380958326
Kiribati,KIR,-1.2960407364720908e-05,1.271415731074129e-05,3.7764796576128985,-1.8e-05,-1.83783848055795e-05,-1.4e-05,-1.86973057062245e-05,7.186994226789102e-05
South Korea,KOR,-0.16381495624614978,0.00931365503861402,-0.31799554653142115,-0.16382229250466757,-0.1719690167261261,-0.15520598908187033,-0.2094985458608288,-0.1307893902649983
Kuwait,KWT,-0.026204457413451548,0.002885560015352385,0.7982629421192305,-0.02651036396495037,-0.029390625684986765,-0.022360652528881298,-0.030539259406878048,-0.018405072053934664
Laos,LAO,0.004938295589093356,0.021924219283423568,-0.05877058337228465,0.0064385622829953295,-0.013234967936725784,0.020601173066508674,-0.08667584071742256,0.08895816021691369
Lebanon,LBN,-0.006426328520073875,0.000942053337115662,0.3872496272518506,-0.006545650555538027,-0.007290582206665439,-0.005379902897218568,-0.009785319738752858,-0.0015649970104423885
Liberia,LBR,0.0013209201182434736,0.005820875852971564,-0.2704581948686888,0.0015517660950516339,-0.003873086594541471,0.006909582877178514,-0.017214605618664936,0.01676559586860614
Libya,LBY,-0.013087674688301146,0.01046113502879237,-1.458026427736755,-0.012625716713700223,-0.01606757498624862,-0.009320516683250443,-0.09729620919183865,0.05324560790491398
Sri Lanka,LKA,-0.0021409964730583755,0.008529792223493024,1.756361827277546,-0.002805569848922573,-0.00845309477343106,0.002861211270190447,-0.032765293509983376,0.049367819877394956
Lesotho,LSO,-0.0002485349096713643,0.004799834647925002,0.33529941408897235,-0.00017598932042539974,-0.004327990484936366,0.0033229295919133183,-0.01650863838855091,0.01783578368299961
Lithuania,LTU,-0.0016635029931468142,0.004870080350725976,-0.28116634578134636,-0.0017250408991771222,-0.0052324873570825,0.002439156438592781,-0.019072788364598546,0.015179625248575416
Luxembourg,LUX,-0.002489377713876701,0.0002922971468695797,0.01920383124125124,-0.0025371166517927507,-0.0027150968951058455,-0.002215687532737537,-0.0038649507371106315,-0.001407943198833646
Latvia,LVA,-0.0002008363746629176,0.0036427619229694817,-0.06642989965806795,-0.00010517961085532938,-0.0031981142280456698,0.002681006260417944,-0.01213667930691323,0.01109526749858081
Morocco,MAR,-0.020726130612411225,0.018762833856772847,0.6984338579799895,-0.02032006212203777,-0.03460306571074239,-0.008765485848462368,-0.09469321970741122,0.07616740613502937
Moldova,MDA,-0.000585116626691982,0.003002397928961244,0.21234458280028487,-0.0006129797630238667,-0.0032220705255629305,0.001993932745668119,-0.009059088629569579,0.010028515743473158
Madagascar,MDG,0.011809571020787678,0.027900911416873394,-0.7101545623179502,0.012266506487266626,-0.009031889976159942,0.03665447163878404,-0.12077962841718311,0.09107135300180798
Mexico,MEX,-0.06527189396267197,0.09493856143579125,0.36582054841171024,-0.0739745030643369,-0.13045288944554,0.008944675334402699,-0.3606780064391999,0.27091918629923684
North Macedonia,MKD,-0.0008407023858753739,0.0022326808658925286,0.7581926182813926,-0.0008726708763096483,-0.002545774780263093,0.0008011733937319782,-0.009731176786737442,0.012350162770342826
Mali,MLI,7.979979242393505e-05,0.01586789400164298,0.4435160454689349,-0.0004005999382420138,-0.012394082997761471,0.012669742419307337,-0.052752916602019445,0.08146756757587122
Myanmar,MMR,0.00842259500019912,0.040201424954506376,0.2851300823007849,0.007948816471684078,-0.026901836236489136,0.043374204236286,-0.11283960842598119,0.16542941954146667
Montenegro,MNE,0.0004674702174797128,0.0020881422863202703,-0.38974396294036295,0.0005660463637674601,-0.0009344060742145858,0.002000968605446276,-0.007384990906441366,0.006851113130537272
Mongolia,MNG,0.004468135872569278,0.04312914930061378,-1.0502486956339354,0.0043876077634563155,-0.019679291560242937,0.04312241894845303,-0.21531797753852638,0.1186086706874761
Mozambique,MOZ,0.013989838194499104,0.050672597661217254,-0.059839037653393996,0.014321980286828576,-0.026855828687162124,0.0562911185046589,-0.15064306030004168,0.2293157277936809
Mauritania,MRT,-0.00019038959931940198,0.00579135934487436,1.4061783136751809,-0.001001569418924382,-0.0034789586604200722,0.0032396991453801966,-0.01973184949211384,0.032904071357629565
Mauritius,MUS,-0.0011745931854745698,0.00012808781063018947,-0.5637620535436112,-0.0011700892903780593,-0.0012531390036346968,-0.0010889866964161818,-0.0021339136215011776,-0.0006379951940107345
Malawi,MWI,0.00020568149706489262,0.007402068714419757,-0.2266641154441707,0.000981856444402185,-0.006070389117061669,0.006120706352285588,-0.025854524840771234,0.030526851157282264
Malaysia,MYS,-0.07421694748023959,0.02436700638455128,-0.4631933340217345,-0.07198226078885447,-0.0964325481489113,-0.05169149074597227,-0.18207606934326295,0.003560026182102549
Namibia,NAM,0.0006517167604410327,0.028557018364560986,-1.0176428820780685,0.0026199441447141447,-0.02084396075343572,0.024105099841479294,-0.13340332497789953,0.09394898466455631
Niger,NER,-0.0030139160780891404,0.01351753554997054,0.2780756812254335,-0.004316577303474829,-0.01387154919285185,0.008027455156189597,-0.05712045963808829,0.05508548786440133
Nigeria,NGA,-0.005638859829284906,0.03046027654699211,-0.008882061102120295,-0.007474304796665547,-0.030622546007374876,0.02266983548120483,-0.11647491014709976,0.13687470636685403
Nicaragua,NIC,0.00270660510939175,0.008445684146748598,0.15985661466873805,0.0024483413581655065,-0.004832756422713323,0.010333976549809392,-0.027608093780936236,0.028675017818658763
Netherlands,NLD,-0.044264220665367206,0.004625195832310191,0.42873055020804524,-0.04560808827032301,-0.04842784646481214,-0.039095006077716044,-0.060748046143345155,-0.027022535879781907
Norway,NOR,-0.004452354874506222,0.010964934243813932,0.4110101920341617,-0.005340958205278671,-0.01324291882023864,0.0035493901957107657,-0.04581603208563256,0.0327457153614319
Nepal,NPL,0.0015325218938644588,0.009092674413221091,-2.456914537775468,0.002201481452520528,-0.0034262304881813085,0.007846732713511386,-0.06218177963991502,0.03149959601834058
New Zealand,NZL,0.001626060148527724,0.011604859034859381,-0.4154260479933542,0.001542213022466151,-0.008354655280845105,0.012626562650395226,-0.04698356448874286,0.035690293658229955
